"81","2","2006-03-24 10:54:35","2006-03-24 11:02:02","19","30",\N,\N,"Fill Back Ordered product, Order #33"
"82","1","2006-03-24 10:54:58","2006-03-24 10:54:58","34","100",\N,\N,\N
"83","2","2006-03-24 10:55:02","2006-03-24 11:03:00","34","100",\N,\N,"Fill Back Ordered product, Order #30"
"84","2","2006-03-24 14:48:15","2006-04-04 11:41:14","6","10",\N,\N,\N
"85","2","2006-03-24 14:48:23","2006-04-04 11:41:14","4","10",\N,\N,\N
"86","3","2006-03-24 14:49:16","2006-03-24 14:49:16","80","20",\N,\N,\N
"87","3","2006-03-24 14:49:20","2006-03-24 14:49:20","81","50",\N,\N,\N
"88","3","2006-03-24 14:50:09","2006-03-24 14:50:09","1","25",\N,\N,\N
"89","3","2006-03-24 14:50:14","2006-03-24 14:50:14","43","25",\N,\N,\N
"90","3","2006-03-24 14:50:18","2006-03-24 14:50:18","81","25",\N,\N,\N
"91","2","2006-03-24 14:51:03","2006-04-04 11:09:24","40","50",\N,\N,\N
"92","2","2006-03-24 14:55:03","2006-04-04 11:06:56","21","20",\N,\N,\N
"93","2","2006-03-24 14:55:39","2006-04-04 11:06:13","5","25",\N,\N,\N
"94","2","2006-03-24 14:55:52","2006-04-04 11:06:13","41","30",\N,\N,\N
"95","2","2006-03-24 14:56:09","2006-04-04 11:06:13","40","30",\N,\N,\N
"96","3","2006-03-30 16:46:34","2006-03-30 16:46:34","34","12",\N,\N,\N
"97","3","2006-03-30 17:23:27","2006-03-30 17:23:27","34","10",\N,\N,\N
"98","3","2006-03-30 17:24:33","2006-03-30 17:24:33","34","1",\N,\N,\N
"99","2","2006-04-03 13:50:08","2006-04-03 13:50:15","48","10",\N,\N,\N
"100","1","2006-04-04 11:00:54","2006-04-04 11:00:54","57","100",\N,\N,\N
"101","2","2006-04-04 11:00:56","2006-04-04 11:08:49","57","100",\N,\N,"Fill Back Ordered product, Order #46"
"102","1","2006-04-04 11:01:14","2006-04-04 11:01:14","34","50",\N,\N,\N
"103","1","2006-04-04 11:01:35","2006-04-04 11:01:35","43","250",\N,\N,\N
"104","3","2006-04-04 11:01:37","2006-04-04 11:01:37","43","300",\N,\N,"Fill Back Ordered product, Order #41"
"105","1","2006-04-04 11:01:55","2006-04-04 11:01:55","8","25",\N,\N,\N
"106","2","2006-04-04 11:01:58","2006-04-04 11:07:37","8","25",\N,\N,"Fill Back Ordered product, Order #48"
"107","1","2006-04-04 11:02:17","2006-04-04 11:02:17","34","300",\N,\N,\N
"108","2","2006-04-04 11:02:19","2006-04-04 11:08:14","34","300",\N,\N,"Fill Back Ordered product, Order #47"
"109","1","2006-04-04 11:02:37","2006-04-04 11:02:37","19","25",\N,\N,\N
"110","2","2006-04-04 11:02:39","2006-04-04 11:41:14","19","10",\N,\N,"Fill Back Ordered product, Order #42"
"111","1","2006-04-04 11:02:56","2006-04-04 11:02:56","19","10",\N,\N,\N
"112","2","2006-04-04 11:02:58","2006-04-04 11:07:37","19","25",\N,\N,"Fill Back Ordered product, Order #48"
"113","1","2006-04-04 11:03:12","2006-04-04 11:03:12","72","50",\N,\N,\N
"114","2","2006-04-04 11:03:14","2006-04-04 11:08:49","72","50",\N,\N,"Fill Back Ordered product, Order #46"
"115","1","2006-04-04 11:03:38","2006-04-04 11:03:38","41","50",\N,\N,\N
"116","2","2006-04-04 11:03:39","2006-04-04 11:09:24","41","50",\N,\N,"Fill Back Ordered product, Order #45"
"117","2","2006-04-04 11:04:55","2006-04-04 11:05:04","34","87",\N,\N,\N
"118","2","2006-04-04 11:35:50","2006-04-04 11:35:54","51","30",\N,\N,\N
"119","2","2006-04-04 11:35:51","2006-04-04 11:35:54","7","30",\N,\N,\N
"120","2","2006-04-04 11:36:15","2006-04-04 11:36:21","17","40",\N,\N,\N
"121","2","2006-04-04 11:36:39","2006-04-04 11:36:47","6","90",\N,\N,\N
"122","2","2006-04-04 11:37:06","2006-04-04 11:37:09","4","30",\N,\N,\N
"123","2","2006-04-04 11:37:45","2006-04-04 11:37:49","48","40",\N,\N,\N
"124","2","2006-04-04 11:38:07","2006-04-04 11:38:11","48","40",\N,\N,\N
"125","2","2006-04-04 11:38:27","2006-04-04 11:38:32","41","10",\N,\N,\N
"126","2","2006-04-04 11:38:48","2006-04-04 11:38:53","43","5",\N,\N,\N
"127","2","2006-04-04 11:39:12","2006-04-04 11:39:29","40","40",\N,\N,\N
"128","2","2006-04-04 11:39:50","2006-04-04 11:39:53","8","20",\N,\N,\N
"129","2","2006-04-04 11:40:13","2006-04-04 11:40:16","80","15",\N,\N,\N
"130","2","2006-04-04 11:40:32","2006-04-04 11:40:38","74","20",\N,\N,\N
"131","2","2006-04-04 11:41:39","2006-04-04 11:41:45","72","40",\N,\N,\N
"132","2","2006-04-04 11:42:17","2006-04-04 11:42:26","3","50",\N,\N,\N
"133","2","2006-04-04 11:42:24","2006-04-04 11:42:26","8","3",\N,\N,\N
"134","2","2006-04-04 11:42:48","2006-04-04 11:43:08","20","40",\N,\N,\N
"135","2","2006-04-04 11:43:05","2006-04-04 11:43:08","52","40",\N,\N,\N
"136","3","2006-04-25 17:04:05","2006-04-25 17:04:57","56","110",\N,\N,\N
